"Gene_symbol","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"TUBB3",315.195871995996,-8.56853186456094,0.462987935881436,2.62565070072414e-77,4.22440941239507e-73
"RPS29",4884.2965795505,2.1972911325824,0.1608793423726,3.86006887101568e-44,3.10523240328857e-40
"PLCG2",195.773676718812,-0.809189063062077,0.0986662150041742,2.70612092370226e-17,1.45129265138152e-13
"HSD17B2",44.0376302139729,1.45634451210096,0.252671177753367,1.0439464082866e-10,4.19901344073076e-07
"FAAP100",1631.45691154185,-0.257596137378812,0.0525544412527777,1.31089908464856e-10,4.21821107458213e-07
"LOC106899931",198.362713293195,0.882661493753535,0.150077690421467,3.07236986758261e-10,8.23855979992276e-07
"LOC106887212",5.6219746134238,-6.41700531472471,1.0645597394317,4.46616519973875e-10,1.02651616997995e-06
"LOC106896042",30.0099645510458,-3.76069845968999,0.698017523831981,2.21303521964158e-09,4.45069045610168e-06
"CCDC40",2268.59678755602,0.432441118798865,0.120793279833273,2.82787050939601e-07,0.000505528984729693
"SLC7A5",12292.3555984741,0.236355228109641,0.0930310519871871,4.45108039232547e-07,0.000716134324321245
"GINS2",347.387186860951,-0.645225487990462,0.198074779640481,8.70531521728775e-07,0.00127327105937221
"ICAM1",62.9503338025129,-0.87128181410417,0.33443016857291,2.23440996464846e-06,0.00294773338550769
"KCNE4",984.41051375278,-0.540586329611282,0.210167488400557,2.38178469834048e-06,0.00294773338550769
"LOC106896136",478.180523328333,0.551317741683196,0.218076174980553,2.59661515984243e-06,0.00298406723619321
"PDHB",7769.14777902796,0.156972765361812,0.0785084658707808,3.40672407491419e-06,0.00365405224275296
"AMPD1",27.2556007957648,-1.10204247629218,0.610775895036801,4.43858069100066e-06,0.00446327029609436
"MSH4",92.7151284394428,-1.01060880238276,0.594500738495238,5.74764371840244e-06,0.00543963763443393
"LOC106898850",258.912193531403,-0.571012935801502,0.343884182646781,1.13600673710964e-05,0.0101540068851983
"ARHGDIG",3557.24580742165,0.253354055649934,0.160528171299421,1.33135728735651e-05,0.0108244106630392
"LOC106888396",517.438320461656,-0.49186930319757,0.309139952226297,1.34556661856413e-05,0.0108244106630392
"CMIP",3488.77785778319,0.22163619592433,0.153754458883479,2.03178610359465e-05,0.0155663841051115
"PLK3",534.243148575679,0.215518658716505,0.154105746918199,2.3531614301592e-05,0.017209097386287
"CANT1",23.8524932663132,-0.604719669620712,0.812812026324608,3.4317989335105e-05,0.0240061795831524
"LOC106889144",1680.69677481542,0.11761127354139,0.067688749355257,3.83145640615071e-05,0.0256851258827328
"LOC106885478",40.1139810025516,0.442190952877238,0.691160823016134,5.92429247039181e-05,0.0381263766224535
"RSL1D1",792.337878636005,0.110125576423893,0.0690009200830359,7.8676844490324e-05,0.0486858365771086
