"Gene_symbol","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"SLC35D3",82.0471898420965,-0.00188992757973737,0.0359601082152903,0.673414577501677,0.945689861023652
"IL20RA",85.3789767956805,0.00804088210673731,0.0409022311808806,0.158260295479585,0.806601705320202
"IL22RA2",4.43327836192013,0.00336407766381428,0.0448414633784069,0.2007786574045,0.814299165888186
"IFNGR1",681.378469801225,-0.0013521576475256,0.0338245536614001,0.809930104372102,0.97400454695286
"LOC106887325",108.754285654686,-0.00386206398201613,0.0372745297581171,0.407711777017131,0.873296023143326
"LOC106888020",2.66739382976697,0.00104054444625906,0.0434886462967671,0.554165943634851,0.91133168342327
"LOC106888514",36.6221432346734,0.0044333632360719,0.0396055575548832,0.291300249591357,0.838453631043293
"LOC106889615",138.077291741092,0.00901514269970019,0.0479415857901304,0.0770113272828964,0.768056448559918
"ENTPD4",1060.858471986,-0.00954006290643356,0.0314288695139755,0.320224201455807,0.844737044938457
"LOXL2",41.4466200498967,0.0102631506154004,0.0532058734028004,0.0461795843578714,0.738417318912915
"R3HCC1",2179.22682428907,-0.00199543973802466,0.0294800671011456,0.858525415852798,0.981459373822169
"LOC106893840",9.46043061801028,-0.00496553700239779,0.0478004939007194,0.110630329197744,0.779991367731765
"CHMP7",1569.19453807932,-0.00459312238172871,0.0346231259642536,0.44654523817751,0.883461913432266
"LOC106890301",80.1415525304122,-5.77714582684716e-05,0.0346634142131025,0.990675114043504,0.998520143197955
"RHOBTB2",996.931021968776,-0.0103565942977058,0.0346422437290649,0.199515753080577,0.814299165888186
"PEBP4",3667.95693456102,-0.00244743197391017,0.0342344895417097,0.660469380719906,0.941258262733606
"EGR3",799.510773744367,-0.00520223887063209,0.0518758231920291,0.081277310188638,0.76981236285081
"BIN3",468.258630874356,-0.00530575416156608,0.0332724823850158,0.450992596251315,0.884082205450041
"PDLIM2",17.6359738498602,0.00207676725696815,0.0382574169930871,0.556285735575383,0.911466600813426
"RFC5",252.153560402436,-0.0190054173203408,0.05581296187546,0.0289876025861186,0.701041263691132
"WSB2",839.917783676817,-0.00294228588818816,0.0313647991922486,0.72603173011207,0.956828245010526
"LOC106902700",308.378468033266,0.0362245428032219,0.108688472671152,0.00328873246161744,0.452735277582442
"DTX1",874.800575715064,-0.0141087691667024,0.0382821629540261,0.0968846088275374,0.772229625859096
"EWSR1",2004.9215915514,0.00570060891323637,0.030352427874703,0.574214093280718,0.918421898514965
"GAS2L1",956.133521881844,-0.0185639858947977,0.0340040267446583,0.082787656172202,0.770510400765851
"AP1B1",3720.18417285371,0.00506283419345145,0.0291719862278225,0.66580049748423,0.943007278543338
"LOC106886774",16.1491205823017,-0.000919507062968822,0.0372578271684033,0.799966414171632,0.971388109209501
"NEFH",5004.12225448918,-0.000320778549768068,0.0310580806145581,0.970509136172284,0.996364875305349
"THOC5",1579.69411073126,0.0145725686125222,0.0356432360555884,0.111478141685627,0.779991367731765
"NF2",912.589108969041,-0.0225995011202824,0.0312384842465641,0.0702344839616789,0.760855717749089
"CABP7",121.716758540035,0.000178403864240591,0.0339061556993733,0.973922613600248,0.996364875305349
"ZMAT5",626.832406876154,0.0310466634565401,0.0722424915463002,0.00997194499788677,0.590637613232685
"LOC106885327",4341.81165271921,0.00473422484621383,0.0328495658552344,0.509409626639886,0.901508436544723
"ASCC2",982.977327683511,0.00227446093701128,0.0287991441987965,0.851273103740804,0.98106225121435
"MTMR3",869.425305736291,-0.00293120000168196,0.0350963823234266,0.575002474171454,0.918421898514965
"LOC106887058",1510.13936555225,-0.00137733081672345,0.0301054343930657,0.892869269708108,0.988845587455325
"LOC106888081",284.668995862484,-0.00926706714635196,0.0352396970931418,0.216422226418808,0.816020262442295
"HORMAD2",5.62328210519839,0.00176785834296438,0.0392991090587614,0.555974336156751,0.911466600813426
"LIF",11.4608161760748,-0.00120408414235731,0.0380230605423393,0.718305857246607,0.955436151502555
"LOC106885400",122.616619636679,0.00861636921121377,0.0382695123106076,0.182689701849572,0.81379913990186
"LOC106884710",4.96801871775205,-0.000783337677832057,0.040187523604207,0.739841035179381,0.958997464378248
"TBC1D10A",3732.81379490124,0.0219419586406656,0.0336345413280934,0.0592607143792237,0.750104271271341
"SF3A1",4291.62337305543,-0.00868271534626414,0.0292754724804098,0.461993123911997,0.887872530469987
"CCDC157",282.006108274792,0.0037650273096862,0.0319020924285372,0.631424245937805,0.93178743838097
"RNF215",1508.64872154075,0.00913732470768063,0.0323859033883532,0.297429248175205,0.840665628929636
"SEC14L2",826.137359712805,0.00643239526193372,0.0324948620281919,0.417376961682019,0.875368583297829
"MTFP1",429.194037329723,0.031864098006379,0.0828924995541599,0.00778229303926771,0.536310211723269
"LOC106884822",14.5663702045789,0.00428114356512877,0.0430862226825458,0.196351059660722,0.814299165888186
"GAL3ST1",2120.23145719443,0.00431939733231656,0.0368009669379858,0.390580146301159,0.867739408736911
"PES1",2111.70720599393,-0.00132606263680822,0.0321452757488295,0.853779901918724,0.981129947627664
"TCN2",233.111980193056,0.00561796909996329,0.0386836864340164,0.265312092249302,0.826628350383622
"SLC35E4",517.770410270319,0.00490249185202973,0.0320415530218038,0.536968917742146,0.908070806855604
"LOC106885768",415.659813191902,0.0035761497996935,0.0386928831235582,0.376779159556501,0.864652242062814
"IQCD",174.77676086609,0.0182738408455887,0.0499895669825063,0.0377896130822193,0.718443383420972
"OSBP2",397.770450291365,-0.00615985978464636,0.0367327747152284,0.291119852529526,0.838453631043293
